start;end;response_type;progress;duration_seconds;finished;date;hourly_wage;donation;significant _self;values_self;reflection_self;control;shape_utilize;involvement;donation;significant _self;values_self;reflection_self;control;shape_utilize;involvement;donation;significant _self;values_self;reflection_self;control;shape_utilize;involvement;donation;significant _self;values_self;reflection_self;control;shape_utilize;involvement;trust;gender;age;condition
1-5-2024 10:42;1-5-2024 10:43;0;100;84;1;1-5-2024 10:43;18;;;;;;;;0;6;4;4;1;1;1;;;;;;;;;;;;;;;4;2;37;MoneyasTimeLongTerm
1-5-2024 10:41;1-5-2024 10:43;0;100;99;1;1-5-2024 10:43;0;;;;;;;;;;;;;;;;;;;;;;100;4;5;4;2;2;2;4;2;53;Moneylongterm
1-5-2024 10:41;1-5-2024 10:43;0;100;105;1;1-5-2024 10:43;47,53;0;1;5;5;1;1;1;;;;;;;;;;;;;;;;;;;;;;1;1;63;MoneyasTimeWorkedImmediate
1-5-2024 10:40;1-5-2024 10:43;0;100;159;1;1-5-2024 10:43;60;0;2;4;3;6;6;5;;;;;;;;;;;;;;;;;;;;;;4;2;38;MoneyasTimeWorkedImmediate
1-5-2024 10:41;1-5-2024 10:43;0;100;137;1;1-5-2024 10:43;14;;;;;;;;10;6;6;5;5;4;6;;;;;;;;;;;;;;;6;2;37;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:43;0;100;61;1;1-5-2024 10:43;90;;;;;;;;;;;;;;;;;;;;;;100;6;6;6;3;3;3;5;1;40;Moneylongterm
1-5-2024 10:40;1-5-2024 10:43;0;100;176;1;1-5-2024 10:43;50;1;5;5;5;6;5;5;;;;;;;;;;;;;;;;;;;;;;6;1;25;MoneyasTimeWorkedImmediate
1-5-2024 10:41;1-5-2024 10:43;0;100;133;1;1-5-2024 10:43;55000;;;;;;;;0;1;4;4;2;2;2;;;;;;;;;;;;;;;4;1;28;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:43;0;100;80;1;1-5-2024 10:43;250;1;5;5;4;2;2;2;;;;;;;;;;;;;;;;;;;;;;6;1;58;MoneyasTimeWorkedImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;101;1;1-5-2024 10:43;40;;;;;;;;;;;;;;;5;2;4;4;2;2;2;;;;;;;;5;1;38;MoneyImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;54;1;1-5-2024 10:43;14;5;5;5;6;6;6;7;;;;;;;;;;;;;;;;;;;;;;4;2;25;MoneyasTimeWorkedImmediate
1-5-2024 10:40;1-5-2024 10:43;0;100;181;1;1-5-2024 10:43;28;;;;;;;;10;7;7;7;1;1;2;;;;;;;;;;;;;;;7;1;33;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:43;0;100;89;1;1-5-2024 10:43;15;;;;;;;;0;1;4;4;1;1;1;;;;;;;;;;;;;;;3;2;40;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:43;0;100;96;1;1-5-2024 10:43;25;;;;;;;;;;;;;;;50;3;4;4;2;2;2;;;;;;;;3;2;36;MoneyImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;72;1;1-5-2024 10:43;50;;;;;;;;;;;;;;;;;;;;;;100;5;6;6;1;1;1;5;2;69;Moneylongterm
1-5-2024 10:42;1-5-2024 10:43;0;100;110;1;1-5-2024 10:43;0;;;;;;;;;;;;;;;1;4;5;4;3;3;4;;;;;;;;4;1;60;MoneyImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;99;1;1-5-2024 10:43;32;;;;;;;;;;;;;;;0;1;1;1;1;1;1;;;;;;;;3;1;26;MoneyImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;80;1;1-5-2024 10:43;50;;;;;;;;;;;;;;;0;4;5;5;1;1;1;;;;;;;;4;2;37;MoneyImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;82;1;1-5-2024 10:43;8;6;5;4;6;4;6;5;;;;;;;;;;;;;;;;;;;;;;6;1;26;MoneyasTimeWorkedImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;66;1;1-5-2024 10:43;23,23;;;;;;;;;;;;;;;20;7;4;4;4;4;4;;;;;;;;3;1;37;MoneyImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;112;1;1-5-2024 10:43;7;1;7;6;6;4;3;4;;;;;;;;;;;;;;;;;;;;;;4;2;47;MoneyasTimeWorkedImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;79;1;1-5-2024 10:43;0;1;7;7;7;6;5;6;;;;;;;;;;;;;;;;;;;;;;5;2;49;MoneyasTimeWorkedImmediate
1-5-2024 10:42;1-5-2024 10:43;0;100;112;1;1-5-2024 10:44;15;;;;;;;;2;4;5;4;5;5;5;;;;;;;;;;;;;;;5;1;23;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:44;0;100;88;1;1-5-2024 10:44;25;4;6;2;2;2;1;3;;;;;;;;;;;;;;;;;;;;;;6;1;44;MoneyasTimeWorkedImmediate
1-5-2024 10:42;1-5-2024 10:44;0;100;67;1;1-5-2024 10:44;55;;;;;;;;;;;;;;;50;5;6;7;5;6;6;;;;;;;;5;1;52;MoneyImmediate
1-5-2024 10:42;1-5-2024 10:44;0;100;107;1;1-5-2024 10:44;50;;;;;;;;10;7;7;4;5;6;6;;;;;;;;;;;;;;;7;2;61;MoneyasTimeLongTerm
1-5-2024 10:41;1-5-2024 10:44;0;100;135;1;1-5-2024 10:44;35;;;;;;;;;;;;;;;;;;;;;;5;4;5;6;2;4;4;3;1;33;Moneylongterm
1-5-2024 10:42;1-5-2024 10:44;0;100;83;1;1-5-2024 10:44;100;5;3;6;6;5;5;5;;;;;;;;;;;;;;;;;;;;;;6;1;42;MoneyasTimeWorkedImmediate
1-5-2024 10:42;1-5-2024 10:44;0;100;79;1;1-5-2024 10:44;35;;;;;;;;;;;;;;;;;;;;;;35;6;6;6;2;2;2;6;2;62;Moneylongterm
1-5-2024 10:43;1-5-2024 10:44;0;100;65;1;1-5-2024 10:44;23;;;;;;;;;;;;;;;;;;;;;;20;3;6;5;2;2;2;6;2;50;Moneylongterm
1-5-2024 10:42;1-5-2024 10:44;0;100;133;1;1-5-2024 10:44;40;;;;;;;;;;;;;;;;;;;;;;25;6;7;7;4;4;3;7;2;41;Moneylongterm
1-5-2024 10:42;1-5-2024 10:44;0;100;95;1;1-5-2024 10:44;50;;;;;;;;;;;;;;;25;3;5;5;1;1;1;;;;;;;;6;2;46;MoneyImmediate
1-5-2024 10:42;1-5-2024 10:44;0;100;126;1;1-5-2024 10:44;48;;;;;;;;3;5;4;4;3;3;5;;;;;;;;;;;;;;;5;2;24;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:44;0;100;103;1;1-5-2024 10:44;35;;;;;;;;2;6;7;5;3;5;6;;;;;;;;;;;;;;;5;1;29;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:44;0;100;103;1;1-5-2024 10:44;300;4;6;5;5;4;4;5;;;;;;;;;;;;;;;;;;;;;;4;1;44;MoneyasTimeWorkedImmediate
1-5-2024 10:42;1-5-2024 10:44;0;100;111;1;1-5-2024 10:44;40;;;;;;;;0;5;4;5;6;5;5;;;;;;;;;;;;;;;4;1;27;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:44;0;100;108;1;1-5-2024 10:44;31;;;;;;;;3;7;6;7;5;5;5;;;;;;;;;;;;;;;6;1;52;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:44;0;100;118;1;1-5-2024 10:44;20;;;;;;;;;;;;;;;;;;;;;;0;2;1;1;1;1;1;5;1;55;Moneylongterm
1-5-2024 10:43;1-5-2024 10:44;0;100;41;1;1-5-2024 10:44;50;5;4;5;5;6;5;5;;;;;;;;;;;;;;;;;;;;;;5;2;60;MoneyasTimeWorkedImmediate
1-5-2024 10:42;1-5-2024 10:44;0;100;133;1;1-5-2024 10:44;38;;;;;;;;1;6;6;6;2;2;2;;;;;;;;;;;;;;;6;1;50;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:44;0;100;125;1;1-5-2024 10:44;22,75;8;6;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;;6;1;47;MoneyasTimeWorkedImmediate
1-5-2024 10:41;1-5-2024 10:44;0;100;226;1;1-5-2024 10:44;36;;;;;;;;1;5;6;3;2;2;2;;;;;;;;;;;;;;;5;1;35;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:44;0;100;133;1;1-5-2024 10:44;36;;;;;;;;;;;;;;;;;;;;;;0;2;5;5;2;2;2;2;1;31;Moneylongterm
1-5-2024 10:41;1-5-2024 10:44;0;100;179;1;1-5-2024 10:45;25;;;;;;;;;;;;;;;20;6;6;6;1;1;1;;;;;;;;7;1;27;MoneyImmediate
1-5-2024 10:41;1-5-2024 10:45;0;100;191;1;1-5-2024 10:45;14;;;;;;;;1;5;5;5;6;6;6;;;;;;;;;;;;;;;6;2;37;MoneyasTimeLongTerm
1-5-2024 10:41;1-5-2024 10:45;0;100;196;1;1-5-2024 10:45;7;5;5;3;5;4;;6;;;;;;;;;;;;;;;;;;;;;;5;2;54;MoneyasTimeWorkedImmediate
1-5-2024 10:40;1-5-2024 10:45;0;100;258;1;1-5-2024 10:45;16;;;;;;;;;;;;;;;;;;;;;;0;3;6;6;1;1;1;5;1;39;Moneylongterm
1-5-2024 10:40;1-5-2024 10:45;0;100;275;1;1-5-2024 10:45;58;;;;;;;;13;7;7;7;7;7;7;;;;;;;;;;;;;;;7;2;30;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:45;0;100;185;1;1-5-2024 10:45;20;;;;;;;;;;;;;;;;;;;;;;5;4;3;3;1;1;1;2;1;37;Moneylongterm
1-5-2024 10:42;1-5-2024 10:45;0;100;176;1;1-5-2024 10:45;25;;;;;;;;0;1;4;4;4;4;4;;;;;;;;;;;;;;;4;2;35;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:45;0;100;201;1;1-5-2024 10:45;120;;;;;;;;;;;;;;;1000;5;4;4;4;4;4;;;;;;;;6;2;37;MoneyImmediate
1-5-2024 10:41;1-5-2024 10:45;0;100;252;1;1-5-2024 10:45;21;;;;;;;;3;4;5;4;3;4;4;;;;;;;;;;;;;;;5;2;28;MoneyasTimeLongTerm
1-5-2024 10:42;1-5-2024 10:46;0;100;226;1;1-5-2024 10:46;0;1;4;6;5;2;2;3;;;;;;;;;;;;;;;;;;;;;;6;2;49;MoneyasTimeWorkedImmediate
1-5-2024 10:41;1-5-2024 10:46;0;100;309;1;1-5-2024 10:46;20;;;;;;;;;;;;;;;;;;;;;;20;5;6;4;6;5;5;6;1;51;Moneylongterm
1-5-2024 10:40;1-5-2024 10:47;0;100;393;1;1-5-2024 10:47;142;;;;;;;;;;;;;;;;;;;;;;100;6;5;5;5;5;5;6;2;45;Moneylongterm
1-5-2024 10:42;1-5-2024 10:47;0;100;309;1;1-5-2024 10:47;20;;;;;;;;;;;;;;;0;2;4;2;2;1;1;;;;;;;;4;1;50;MoneyImmediate
1-5-2024 10:40;1-5-2024 10:49;0;100;505;1;1-5-2024 10:49;22,5;;;;;;;;;;;;;;;;;;;;;;10;5;6;6;1;1;1;7;1;58;Moneylongterm
1-5-2024 10:42;1-5-2024 10:49;0;100;408;1;1-5-2024 10:49;40;;;;;;;;;;;;;;;0;2;5;7;1;1;1;;;;;;;;5;1;42;MoneyImmediate
